,Product_name,Review,Rating
158,"APPLE iPhone SE (Red, 128 GB)",This is the first iPhone I hv bought .. It’s bit diff for me using this first first as for so many years I hv been using android.. but I am actually liking it .. The camera omg it’s really awesome .. like it feels classy using this .. Battery is also as of now good enough .. I am writing this review after using it for 40 days.. if anyone is thinking of buying this pls go for it .. Thanks.,4
159,"APPLE iPhone SE (Red, 128 GB)",One of Best phone in 2020..Excellent Camera and Performance..battery also good without Games..Thanks u Flipkart Best offer and fastest delivery .,5
160,"APPLE iPhone SE (Red, 128 GB)",Great camera for pics and videos Battery life is good so far with some setting turn of which i never use and when i use i turn those on and i use it in power saving mode all the time so a full day with light gaming of 1hr or more using camera for 1hr or more listening music in my car on youtube and Bluetooth on for couple of hours it gives me full day of battery varing from 4/5 to 6/7 hours sot per dayPerformance is top notch plays every game and every task with easeVery premium phone look...,5
161,"APPLE iPhone SE (Red, 128 GB)","This iPhone SE is the best phone ever you get. Beautifully designed gives a classy look in your palms. Moreover, performance wise it is a benchmark. You will not be disappointed in this budget. My purchase point was its size. If you are looking for the same you won’t be disappointed. I strongly recommend this phone to people who is more work oriented. Game loves should skip this phone as this is not a game phone. Best features with stunning looks & performance. Battery life is very good...",5
162,"APPLE iPhone SE (Red, 128 GB)",Mobile is very handy. Packed with good performances and nice camera. This is my first iPhone. Very good experience with Apple. Battery is worst. I am hardly getting 5 hours screen on time.  Positive thing is I came to know how many hours I was spending on my mobile. Because of poor battery now I am only using mobile for 4 hours a day.,4
163,"APPLE iPhone SE (Red, 128 GB)",This is my second iphone after iphone 4s. I’ve been a long time android user in between. I’ll tell you who this phone is for. Prospective buyers can then decide1. For photo and video enthusiasts. Very reliable camera. Fast and excellent picture quality. Videos are absolutely stable and professional quality. You would be amazed how many people shoot Youtube videos on an iPhone. The only downside is that the display doesn’t do justice to the photos and videos you have taken. Night photos are ...,5
164,"APPLE iPhone SE (Red, 128 GB)","Totally worth the price if:- you are a iOS fan- like compact phone- want to switch from android to iPhone- you like clicking some good photos (camera is unbeatable)- you multitask (normal phones get stuck between apps, this will keep you going without a hiatus (lag)- you like to listen to music (have 2 speakers, one on the front, and another below; when I watch a movie with 4d-5d music, it feels like Dolby atmos)There a lot a technical advantages too which I dont want to get into (yo...",4
165,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Very nice and excellent product considering its price. Perfect 🥰. But camera doesn't seem to be of 50mp as claimed. But overall excellent product.,5
166,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)","This smart phone is the best smartphone in this price range. This phone is really value for money phone.Camera- 8/10Best 50MP AI triple camera with 2 MP depth and 2 MP macro camera. Image quality is better than any other smartphone in this price range. Max 1080p full hd video also record by rear camera. HDR and night mode support in the camera8 MP Front camera pic quality is better in this price range comes with front screen flash, HDR mode, ai face beautification.Max 720p video record b...",5
167,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",I have been using this phone since 5 months. fast performance. processor is very good. battery is very good. camera is okay not very good. good purchase. it is cheaper than other phones of the same configuration,5
168,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)","The build of the phone is very good and packaging was very good but transparent cover was not given by seller and the front camera is worth 8mp but the rear camera is not worth 50mp.It also does not have many applications likePhoto Gallery,Security Scanner,File Manager,Speed Connection etc.Overall, I would like to give 4 star out of 5 star.",4
169,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Mobile ok,4
170,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Poor camera quality Infact same time not working Poor displayPoor performanceNothing is good in this set,1
171,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Phone Is Value For Maney ..But Camera Is Bad Condition..,1
172,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Osm mobile volue for money 🤑 realme is good company..and thak you so much .. flipkart very fast delivery 🚚,4
173,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Super camera at night,5
174,"realme C25Y (Metal Grey, 128 GB)  (4 GB RAM)",Nice phone... best 😍,5
175,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Good for simple use battery life is good but charging time is more than 2.5 hour all of good product is compair to its price,3
176,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Don't buy this phone it has bad camera quality,1
177,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Worst ever!!,1
178,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Good,5
179,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)","Don't buy if you don't want your money wasted. It's 13mp camera is a gimmick, it gives worst photos, Pathetic camera quality, didn't expect this from realme.",1
180,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Working smoothly. As expected.,5
181,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Nice,5
182,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Nice camera,3
183,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Very bad quality,2
184,"realme C21Y (Cross Blue, 32 GB)  (3 GB RAM)",Nice product and 📸 is bad,5
185,LAVA Flip  (Blue),"Awesome mobile for young generation and old generation, though it is not 4g mobile, but it's very good in look. You can go only for look if you are not old enough. Red colour is costly, that's disappoint the customers, everything was else is good enough. Its for the person who was not able to purchase flip mobile due to its cost and price. The warranty is Awesome, the price is awesome, go for this mobile.",5
186,LAVA Flip  (Blue),"I have been using this device for a week now.I bought it to use as my primary device to make and receive phone calls and so far it has been great. Nostalgia part is also there. Owned Samsung and Motorola flip phones in the past during school days and these phones have a special place in my heart.It is good value for money device. Good battery life, good clarity during phone calls, no heating or any issues so far. Jio 4G doesn't work but I have tried using Vodafone, Airtel and BSNL and the...",4
187,LAVA Flip  (Blue),Good and Nice Product. With good battery back up for (3 Days) as i used it for some days and writting my reviews. Best and good phone a very handy one. Aapka apna shauk flip phones k liye hai toh zaroor purchase kariye. It is a good phone.,5
188,LAVA Flip  (Blue),"Wow... It is an amazing product. Honestly, I bought it just for looks and design. It is a nostalgic feeling when you hold it in your hand. Bright in colour and very light in weight. Camera on the other hand is just OK for a phone in this range. Display is also good. This product can easily draw anyone's attention towards the user. Over-all a very nice product from LAVA and I would definitely love to see more new and upgraded models of such a phone.",5
189,LAVA Flip  (Blue),Awesome feature mobile 📱. Smart keypad . Wireless FM .Long battery backup. Auto call recording. 32GB expandable memory. Led flash for call message and battery charging. Standard look . Handy mobile And most important Proudly Indian.Awesome Lava .... looking for this type feature mobile for long time.... expecting more flip phone from Lava...,5
190,LAVA Flip  (Blue),Value for money. Battery lasts for 10 days. Incredible.,5
191,LAVA Flip  (Blue),"Decent Basic mobile at this price. Satin finish gives elegant look. Battery Backup is comes for 3 days on regular use. Display is good. It's just a VGA camera which is enough,if it is used for calling purpose. Collectively product is good for its look, basic usage.",4
192,LAVA Flip  (Blue),Cutting two stars for pathetic  delivery.  Delivery man was so bad. I can't even describe how he bothered.  And this happened very first time.  Otherwise product is very good.Pros first: 1. very good looking phone2. Battery backup is very good.3. Some preloded  timepass game.4. Phone looks classy and stylish.5. Flip gives very comfortable talking experience Now cons:1. Would be better if had a dual display 2. Phone  is bit overpriced. 1200-1300 would be a great deal3. At least int...,3
193,LAVA Flip  (Blue),"Super cute one(Red) though I always use samsung, one plus & iphone still I took this one for my passion and love for small red flip.. really loved it❤️ it's damn cute❤️❤️",5
194,LAVA Flip  (Blue),Nice backup phone at this price range... classy look n feel...battery backup is really good...call quality is also very nice.. network capturing is great..I mean no distortion of voice even when the phone has 2 bars..only downside is the voice prompt keypad.. it's a little annoying.. but overall it's a great phone to have..,4
195,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Good for simple use battery life is good but charging time is more than 2.5 hour all of good product is compair to its price,3
196,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Don't buy this phone it has bad camera quality,1
197,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Worst ever!!,1
198,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Good,5
199,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)","Don't buy if you don't want your money wasted. It's 13mp camera is a gimmick, it gives worst photos, Pathetic camera quality, didn't expect this from realme.",1
200,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Working smoothly. As expected.,5
201,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Nice,5
202,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Nice camera,3
203,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Very bad quality,2
204,"realme C21Y (Cross Black, 32 GB)  (3 GB RAM)",Nice product and 📸 is bad,5
205,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)",Bad Things :-1. Camera quality is normal. 2. Selfie is bad3. Micro USB4. Sound system is not good Good Things:-1. Battery back up is awesome 2. Some extra features in this price3. Finger print sensor and Face lock sensor is so fast4. Screen resolution is goodOverall :-Overall this phone is good except camera quality.,3
206,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","Just an Average PhonePros:✓The phone build quality is good.✓The display is average, it's not that bright outdoors.✓Beware that the Realme OS is different,  it comes with Realme UI R, which is stock android version of realme UI, I think the chipset being not that powerful, With this OS phone can perform better.✓Camera is decent outdoors, without enough lighting it struggles like hell.Cons:× If you think of doing gaming on this device, my advice would be go for POCO M3, M2 reloaded or S...",3
207,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)",1) many options missing - no game mode OR game space like stuff - no stock file manager ( google files installed ) - no stock gallery ( google photos installed )Most of the stock options is replaced with Google appNEED GAME SPACENAVIGATION BAR REMAINING BLACK WHILE PLAYING BGMIAverage CAMERA QUALITYDon't buy if you like to get pictures and SelfiesBattery Good enough batteryCharge full 100% at least once when you buy GamingNo Game Space - Notification annoying while playing ...,3
208,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","Super Company but in this phone I am not having gallery and I am seeing my photos in Google photos and screenshot settings are also not nice but the phone is very sensitive so, I am giving 5 star rating and the sound quality is best and the geometrical design is just looking class, the torch is also powerful.",4
209,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","If youre buying for clicking nice photos and videos, then swiftly avoid it, the camera is not for you. Other than that, it's a fine phone, fast processing, superfast fingerprint censor and cool weight distribution and not like typical light weight phone of realme brand. Only weird thing is that I couldn't find a FILE MANAGER and GALLERY application in it. Very very weired.",4
210,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)",I loved this phone. I can't believe they are giving this phone at this price. I really don't understand the bad reviews.And the camera is not that bad it is ok for normal use. It is not a gaming phone so don't buy it if you are looking for that. But for normal users the phone is perfect at this range. It is awesome guys go for it. Thank you flipkart 💐💐.,5
211,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","Mobile touch is very smooth ☺️ and battery backup is best , but front camera is not good .but beat phone in this money 💰👍👍.                                     Thank you Filpkart 👍",4
212,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","Cons.1.Three finger screen shot option not available2.default  system app lock option not available3. Double tap screen lock, screen wake up not available4.real time network speed tracker option not available5. Data usage icon not available6. Realme system theme app not available7.realme system default gallery app not available only Google photos pre-installed8. Realme file manager app not available only Google file manager installed9. Camera quality poor like VGA camera10. Low end...",1
213,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)",Realme mobile is battery very good camera is best rest mobile awesome mobile thank you,5
214,"realme C21Y (Cross Blue, 64 GB)  (4 GB RAM)","At this price range realme c21y is good for daily uses,rear camera is good at sunlight,u can click quite good images,it's battery backup super,display is good enough at this price range,i'm disappointed with the selfie camera,they have used very basic camera,this phone is not for selfie lovers.speaker sound is not bad,about overall performance,yeah is okay.",5
215,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)",Bad Things :-1. Camera quality is normal. 2. Selfie is bad3. Micro USB4. Sound system is not good Good Things:-1. Battery back up is awesome 2. Some extra features in this price3. Finger print sensor and Face lock sensor is so fast4. Screen resolution is goodOverall :-Overall this phone is good except camera quality.,3
216,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","Just an Average PhonePros:✓The phone build quality is good.✓The display is average, it's not that bright outdoors.✓Beware that the Realme OS is different,  it comes with Realme UI R, which is stock android version of realme UI, I think the chipset being not that powerful, With this OS phone can perform better.✓Camera is decent outdoors, without enough lighting it struggles like hell.Cons:× If you think of doing gaming on this device, my advice would be go for POCO M3, M2 reloaded or S...",3
217,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)",1) many options missing - no game mode OR game space like stuff - no stock file manager ( google files installed ) - no stock gallery ( google photos installed )Most of the stock options is replaced with Google appNEED GAME SPACENAVIGATION BAR REMAINING BLACK WHILE PLAYING BGMIAverage CAMERA QUALITYDon't buy if you like to get pictures and SelfiesBattery Good enough batteryCharge full 100% at least once when you buy GamingNo Game Space - Notification annoying while playing ...,3
218,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","Super Company but in this phone I am not having gallery and I am seeing my photos in Google photos and screenshot settings are also not nice but the phone is very sensitive so, I am giving 5 star rating and the sound quality is best and the geometrical design is just looking class, the torch is also powerful.",4
219,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","If youre buying for clicking nice photos and videos, then swiftly avoid it, the camera is not for you. Other than that, it's a fine phone, fast processing, superfast fingerprint censor and cool weight distribution and not like typical light weight phone of realme brand. Only weird thing is that I couldn't find a FILE MANAGER and GALLERY application in it. Very very weired.",4
220,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)",I loved this phone. I can't believe they are giving this phone at this price. I really don't understand the bad reviews.And the camera is not that bad it is ok for normal use. It is not a gaming phone so don't buy it if you are looking for that. But for normal users the phone is perfect at this range. It is awesome guys go for it. Thank you flipkart 💐💐.,5
221,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","Mobile touch is very smooth ☺️ and battery backup is best , but front camera is not good .but beat phone in this money 💰👍👍.                                     Thank you Filpkart 👍",4
222,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","Cons.1.Three finger screen shot option not available2.default  system app lock option not available3. Double tap screen lock, screen wake up not available4.real time network speed tracker option not available5. Data usage icon not available6. Realme system theme app not available7.realme system default gallery app not available only Google photos pre-installed8. Realme file manager app not available only Google file manager installed9. Camera quality poor like VGA camera10. Low end...",1
223,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)",Realme mobile is battery very good camera is best rest mobile awesome mobile thank you,5
224,"realme C21Y (Cross Black, 64 GB)  (4 GB RAM)","At this price range realme c21y is good for daily uses,rear camera is good at sunlight,u can click quite good images,it's battery backup super,display is good enough at this price range,i'm disappointed with the selfie camera,they have used very basic camera,this phone is not for selfie lovers.speaker sound is not bad,about overall performance,yeah is okay.",5
225,LAVA A1500  (Black),Nice Display ❤️,5
226,LAVA A1500  (Black),Value for Money,3
227,LAVA A1500  (Black),value for money....thanks flipcart,5
228,LAVA A1500  (Black),Just AwesomeHighly Recommended,5
229,LAVA A1500  (Black),"This product is not good, Battery charging take more time and battery lasting is too poor. Don't west your money.",1
230,LAVA A1500  (Black),Nice good working,4
231,LAVA A1500  (Black),Good phone,5
232,LAVA A1500  (Black),Good,5
233,LAVA A1500  (Black),Product is very nyc,5
234,LAVA A1500  (Black),Good product,3
235,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)","Battery good,camera quality not goodPerformance is not good very slow work I am not satisfied with performance I don't like this phone because its performance is not able to me.",1
236,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",I am very happy to purchase this product and it's display and camera quality is very good . I recommend you to buy this product,4
237,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",Very good,3
238,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",Nice product,5
239,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",#NAME?,3
240,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",Nice product,5
241,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",Screen awesome but speaker 🔊 Too bad yr     Not satisfied  settings ad speaker,4
242,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",Nice,4
243,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)",My review After using 3 days Camera- 2/5Battery- 5/5 because of fast chargerDISPLAY-3/5 because no FHD+ DisplayPerformanc-4/5Back panel and build quality is weak😡😡,3
244,"realme C25_Y (Glacier Blue, 64 GB)  (4 GB RAM)","Please Don't Buy This Phone.This is totally waste of money.I was excited to see my phone 50 mp phone's camera but camera is very bad.In this phone software is very different from any other realme phone.In this phone there is no one app of photos and videos.In this phone settings is very different from any other realme phone.In this phone there is no app lock and no hide apps settings.And there is no option of return in it, so that's why I could not even return this phone.Please Don't ...",1
245,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)","Battery good,camera quality not goodPerformance is not good very slow work I am not satisfied with performance I don't like this phone because its performance is not able to me.",1
246,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",I am very happy to purchase this product and it's display and camera quality is very good . I recommend you to buy this product,4
247,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",Very good,3
248,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",Nice product,5
249,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",#NAME?,3
250,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",Nice product,5
251,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",Screen awesome but speaker 🔊 Too bad yr     Not satisfied  settings ad speaker,4
252,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",Nice,4
253,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)",My review After using 3 days Camera- 2/5Battery- 5/5 because of fast chargerDISPLAY-3/5 because no FHD+ DisplayPerformanc-4/5Back panel and build quality is weak😡😡,3
254,"realme C25_Y (Metal Grey, 64 GB)  (4 GB RAM)","Please Don't Buy This Phone.This is totally waste of money.I was excited to see my phone 50 mp phone's camera but camera is very bad.In this phone software is very different from any other realme phone.In this phone there is no one app of photos and videos.In this phone settings is very different from any other realme phone.In this phone there is no app lock and no hide apps settings.And there is no option of return in it, so that's why I could not even return this phone.Please Don't ...",1
255,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)","Battery good,camera quality not goodPerformance is not good very slow work I am not satisfied with performance I don't like this phone because its performance is not able to me.",1
256,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",I am very happy to purchase this product and it's display and camera quality is very good . I recommend you to buy this product,4
257,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",Very good,3
258,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",Nice product,5
259,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",#NAME?,3
260,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",Nice product,5
261,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",Screen awesome but speaker 🔊 Too bad yr     Not satisfied  settings ad speaker,4
262,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",Nice,4
263,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)",My review After using 3 days Camera- 2/5Battery- 5/5 because of fast chargerDISPLAY-3/5 because no FHD+ DisplayPerformanc-4/5Back panel and build quality is weak😡😡,3
264,"realme C25_Y (Glacier Blue, 128 GB)  (4 GB RAM)","Please Don't Buy This Phone.This is totally waste of money.I was excited to see my phone 50 mp phone's camera but camera is very bad.In this phone software is very different from any other realme phone.In this phone there is no one app of photos and videos.In this phone settings is very different from any other realme phone.In this phone there is no app lock and no hide apps settings.And there is no option of return in it, so that's why I could not even return this phone.Please Don't ...",1
265,"LAVA Hero 600+  (Blue, Green)","At this price range no better phone could come, good built quality, light, very good call quality with clear sound, loud ringtone. Forget Nokia and Samsung buy Lava with much better quality u won't regret. Itz a steal.",5
266,"LAVA Hero 600+  (Blue, Green)",Super handy low budget + nice feature loud speaker and battery saver mode make this device fabulous.I am telling you in this budget segment no one can compitition.Close ur eyes and buy.,5
267,"LAVA Hero 600+  (Blue, Green)","Perfect phone at the basic price range. This phone can be a very good secondary phone where there is an option of dual sim, backlit keypad, music player, fm radio, bluetooth and option for a 32 GB memory card. Paid Rs 812 for this which is amazing.",5
268,"LAVA Hero 600+  (Blue, Green)",Good product ....Must buy....I bought 2 mobiles....Thank u fkipkart,4
269,"LAVA Hero 600+  (Blue, Green)",I buy 3 mobiles verry good calling nd loud sound for old pepoles..,5
270,"LAVA Hero 600+  (Blue, Green)",Best feature phone in this price segment. Everything is good. the one point is no vibrating.,5
271,"LAVA Hero 600+  (Blue, Green)",Worth money value for basic purpose..... Thankyou Flipkart 😊,5
272,"LAVA Hero 600+  (Blue, Green)",Very bad phone,1
273,"LAVA Hero 600+  (Blue, Green)",Battery backup is very poor so sad 😭😭😭,1
274,"LAVA Hero 600+  (Blue, Green)",Good mobile,5
275,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)","Battery good,camera quality not goodPerformance is not good very slow work I am not satisfied with performance I don't like this phone because its performance is not able to me.",1
276,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",I am very happy to purchase this product and it's display and camera quality is very good . I recommend you to buy this product,4
277,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",Very good,3
278,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",Nice product,5
279,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",#NAME?,3
280,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",Nice product,5
281,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",Screen awesome but speaker 🔊 Too bad yr     Not satisfied  settings ad speaker,4
282,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",Nice,4
283,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)",My review After using 3 days Camera- 2/5Battery- 5/5 because of fast chargerDISPLAY-3/5 because no FHD+ DisplayPerformanc-4/5Back panel and build quality is weak😡😡,3
284,"realme C25_Y (Metal Grey, 128 GB)  (4 GB RAM)","Please Don't Buy This Phone.This is totally waste of money.I was excited to see my phone 50 mp phone's camera but camera is very bad.In this phone software is very different from any other realme phone.In this phone there is no one app of photos and videos.In this phone settings is very different from any other realme phone.In this phone there is no app lock and no hide apps settings.And there is no option of return in it, so that's why I could not even return this phone.Please Don't ...",1
285,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)","This is best budget phone.... Poco C31, and order this product because I have Poco M2 Reloaded, i was gift this phone to my sister on her birthday, she loved it Thanks Flipkart for fast delivery Thanks Poco Team",4
286,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Pros : 1. Colour and design.2. Big display at low price.3. Camera as expected at this price range.4. Battery is good. Lasting almost 1.5 days.Cons : 1. Working slow.2. Ram management is not upto the mark.3. Camera is not good comparison to Redmi and Realme. Redmi and realme click far better than this mobile at this price.4. Not for gaming.5. Missing back cover in the package. At this price other companies provides back covers.,3
287,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Budget mobile,5
288,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Camera quality is good,5
289,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Vary good product POCO C31Good,5
290,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Superb,5
291,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Nice products👍 thanks Filipcard,5
292,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Not bad,4
293,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Very good ptoduct,5
294,"POCO C31 (Royal Blue, 64 GB)  (4 GB RAM)",Nice mobile,5
295,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Very nice and excellent product considering its price. Perfect 🥰. But camera doesn't seem to be of 50mp as claimed. But overall excellent product.,5
296,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)","This smart phone is the best smartphone in this price range. This phone is really value for money phone.Camera- 8/10Best 50MP AI triple camera with 2 MP depth and 2 MP macro camera. Image quality is better than any other smartphone in this price range. Max 1080p full hd video also record by rear camera. HDR and night mode support in the camera8 MP Front camera pic quality is better in this price range comes with front screen flash, HDR mode, ai face beautification.Max 720p video record b...",5
297,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",I have been using this phone since 5 months. fast performance. processor is very good. battery is very good. camera is okay not very good. good purchase. it is cheaper than other phones of the same configuration,5
298,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)","The build of the phone is very good and packaging was very good but transparent cover was not given by seller and the front camera is worth 8mp but the rear camera is not worth 50mp.It also does not have many applications likePhoto Gallery,Security Scanner,File Manager,Speed Connection etc.Overall, I would like to give 4 star out of 5 star.",4
299,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Mobile ok,4
300,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Poor camera quality Infact same time not working Poor displayPoor performanceNothing is good in this set,1
301,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Phone Is Value For Maney ..But Camera Is Bad Condition..,1
302,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Osm mobile volue for money 🤑 realme is good company..and thak you so much .. flipkart very fast delivery 🚚,4
303,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Super camera at night,5
304,"realme C25Y (Glacier Blue, 128 GB)  (4 GB RAM)",Nice phone... best 😍,5
305,LAVA Gem  (Blue Gold S),It's Super Performance for any old age at home. I brought for my Father and he liked a lot. Super Lava in basic phone. Nothing to think more juts go for it...i loved a lot.. I got for (1300) lesser as seen in other apps.. Thanks to Flipkart for low prices,5
306,LAVA Gem  (Blue Gold S),Everything's Good....sound quality aswm....❤❤👍👍👍👍👌👌👌..delivery service good...thnx flipcrd...,5
307,LAVA Gem  (Blue Gold S),Looking so nice and best mobile in keypad set awesome mobile phone. So smoothly use this phone.,5
308,LAVA Gem  (Blue Gold S),Good mobile,4
309,LAVA Gem  (Blue Gold S),"Low budget phone , Performance and battery is good .camera is not good but better under this low budget.Average display screen..Purchased this Device for my father ,and he'd liked it.",4
310,LAVA Gem  (Blue Gold S),"Excellent key pad phone ( Lava Gem) so far I have used.Its look is good, battery backup and sound quality is superb as well as it is easy to operate and above all its colour in blackish blue etc make an altogether attractive key pad phone now available in the market. Moreover, Flipkart delivery executive has delivered the product much earlier before the scheduled date.",5
311,LAVA Gem  (Blue Gold S),This phone is very nice.,5
312,LAVA Gem  (Blue Gold S),Buy without any hesitation,5
313,LAVA Gem  (Blue Gold S),Good product....,4
314,LAVA Gem  (Blue Gold S),Good phone,4
315,"APPLE iPhone SE (Red, 64 GB)",Great device. Let me tell the Pros..1. Superb build quality 2. Great display. 3. Camera is great in good lighting conditions 4. Processing is great. 5. Sound is superb. 6. Call quality is great. 7. Red colour looks superb.8. Portrait mode photography is Superb.,5
316,"APPLE iPhone SE (Red, 64 GB)","Who all loves older size i.e., 4.7 inch type should definitely go for this.  Nothing is better than XR, XS or 11. Best for price and usage.",5
317,"APPLE iPhone SE (Red, 64 GB)",Can be surely preferred as your first iphone Value for money Some what battery is not sufficient but as we already know about the batteries of iphone Camera is up to mark but there is insufficiency of night mode wideangle mode but that’s ok its not a big deal Display performance is good enough Overall lookup is impressive and off course attractive Speakers are mind blowing dual speaker setup which is quite loud compared to others At this price range this phone is best if you are intere...,4
318,"APPLE iPhone SE (Red, 64 GB)",This is the first iPhone I hv bought .. It’s bit diff for me using this first first as for so many years I hv been using android.. but I am actually liking it .. The camera omg it’s really awesome .. like it feels classy using this .. Battery is also as of now good enough .. I am writing this review after using it for 40 days.. if anyone is thinking of buying this pls go for it .. Thanks.,4
